,name,address,distance,rating,bike_lat,bike_lon
82,D2 Coffee House,North Dock,385.88442449770116,3.8,53.349013,-6.260311
83,Beanhive,26 Dawson Street,574.8916753403511,4.6,53.336074,-6.252825
84,Olive Green,110B Baggot Street Lower,286.802748072441,3.7,53.336074,-6.252825
85,Coffee Hub,17-19 Merrion Street Upper,240.36431690744587,3.0,53.336074,-6.252825
86,Coppa Cafe,Royal Hibernian Academy,180.2605671966045,4.2,53.336074,-6.252825
87,Coffeeangel,27 Pembroke Street Lower,105.91467999692506,4.2,53.336074,-6.252825
88,Caffè Nero,5 Merrion Row,268.8978830058877,3.8,53.336074,-6.252825
89,Starbucks,21 St Stephen's Green,471.69955440718263,3.0,53.336074,-6.252825
90,The Kiosk,Lower Lesson Street,263.46233255543217,3.8,53.336074,-6.252825
91,Voilà,14 Lower Baggot St,215.09106469341035,4.0,53.336074,-6.252825
92,Tang,23 Dawson Street,551.9216571005508,4.8,53.336074,-6.252825
93,3fe,7 Sussex Terrace,502.577956534271,4.5,53.336074,-6.252825
94,PEACOCKGREEN & CO.,25 Leeson Street Lower,268.67140978126093,4.0,53.336074,-6.252825
95,Emer's Kitchen,102 Leeson Street Lower,260.37394574242137,4.6,53.336074,-6.252825
96,Insomnia Coffee Company,4 S Stephen's Green,656.2367829260312,3.8,53.336074,-6.252825
97,Coffee 2 Go,79 Mespil Road,553.2820051628797,3.7,53.336074,-6.252825
98,Hatch and Sons,15 St Stephen's Green,526.5005417318698,4.2,53.336074,-6.252825
99,KC Peaches Cafe St Stephen's Green,35-37 Saint Stephen's Green,351.8552108838845,3.8,53.336074,-6.252825
100,Check 22,22 Harcourt Terrace,499.82041489541876,4.5,53.336074,-6.252825
101,Cocu,9 Baggot Street Upper,587.1930703050593,4.2,53.336074,-6.252825
102,Sprout & Co,5 Mount Street Lower,591.2254494521836,4.8,53.336074,-6.252825
103,Café Sol,33 Lower Hatch Street,287.251952890848,3.2,53.336074,-6.252825
104,Lolly and Cooks,18 Upper Merrion Street,244.8891120089612,3.9,53.336074,-6.252825
105,Cafe Boulevard,132 Lower Baggot Street,186.00652329227833,3.3,53.336074,-6.252825
106,O'Briens Sandwich Café,103 Lower Lesson Street,293.3771043347763,4.0,53.336074,-6.252825
107,The Pembroke,23 Pembroke Street Upper,179.4925432510947,3.0,53.336074,-6.252825
108,Cafe Sol,46 Lower Baggot Street,295.46563268484584,3.6,53.336074,-6.252825
109,Joe's Coffee,5 Leeson Street,272.6446638512568,0.0,53.336074,-6.252825
110,Camerino,37 Merrion Square East,554.6059673387384,4.0,53.336074,-6.252825
111,Fig & Barrow,112 Baggot Street Lower,278.07984886139246,2.6,53.336074,-6.252825
112,Bon Espresso & News,Lower Mount Street,579.9618395171098,2.5,53.336074,-6.252825
113,National Gallary Cafe,Kildare Street,406.15595220965474,3.0,53.336074,-6.252825
114,O'Brien's Irish Sandwich Bar,1 Lower Leeson St,310.7768962487206,3.0,53.336074,-6.252825
115,O'Briens Sandwich Café,110 Lower Baggot St,286.47540828415714,3.3,53.336074,-6.252825
116,The Stone Leaf,67 Lower Leeson Street,269.55133752742967,3.0,53.336074,-6.252825
117,Rhubarb Cafe,1 Lower Pembroke Street,164.97590542600892,2.4,53.336074,-6.252825
118,Rhubarb Cafe,,588.1029500492467,4.0,53.336074,-6.252825
119,Bear Market Coffee,1A Pembroke Street Lower,167.29994146178845,0.0,53.336074,-6.252825
120,Tea & Coffee World,Stephens Green Centre,486.25383007693404,4.5,53.336074,-6.252825
121,O'briens Irish Sandwich Bar,1 Lr Pembroke St,172.70734118262214,0.0,53.336074,-6.252825
122,Butler's Chocolate Café,51 Grafton Street,682.7873377803386,3.7,53.336074,-6.252825
123,Starbucks,62-63 Leeson Street Lower,292.63401476964697,1.0,53.336074,-6.252825
124,The Bench Café,5 Upper Baggot Street,574.1270184047985,2.0,53.336074,-6.252825
125,The Coffee Club,16 Fitzwilliam Lane,299.9546214847549,0.0,53.336074,-6.252825
126,Munchies,146A Lower Baggot St,213.43069744224195,2.9,53.336074,-6.252825
127,Commons Cafe,National Concert Hall,402.5199821054486,0.0,53.336074,-6.252825
128,Terrace Cafe,National Concert Hall,433.8112250116146,3.5,53.336074,-6.252825
129,Georgian Fare Limited Café,14 Lower Baggot Street,215.09106469341035,0.0,53.336074,-6.252825
130,The Cellar Restaurant,The Merrion Hotel,314.23668953155345,3.7,53.336074,-6.252825
131,Pasta Caffe,1 St Stephens Green,674.5636162377747,0.0,53.336074,-6.252825
132,O'Briens Sandwich Café,19 Merrion Row,237.99493748267034,0.0,53.336074,-6.252825
133,Mish.Mash,66 Capel Street,135.16791909015492,4.2,53.351182,-6.269859
134,The Lovinspoon,13 N Frederick Street,612.8401294485512,4.6,53.351182,-6.269859
135,The Bakehouse,6 Bachelors Walk,679.3695233744235,4.3,53.351182,-6.269859
136,Insomnia,7 Abbey Street Upper,481.97497624250997,4.3,53.351182,-6.269859
137,Brother Hubbard,153 Capel Street,463.5988756135154,4.4,53.351182,-6.269859
138,Blas Café,26 King's Inns Street,154.70628251630762,4.3,53.351182,-6.269859
139,Candy Café,Gardiner Row,603.5641799740841,3.6,53.351182,-6.269859
140,Cafe Oasis,54 North King Street,429.0490846109283,4.7,53.351182,-6.269859
141,The Tram Cafe,1 Wolfe Tone Square W,441.1392373001621,3.8,53.351182,-6.269859
142,Lemon Jelly Cafe,Jervis Street,531.8501681763728,4.0,53.351182,-6.269859
143,Mind The Step Cafe,24 Strand Street Great,581.6525928292555,4.5,53.351182,-6.269859
144,The Coffee Bean,64 Mary Street,301.65031405551474,3.9,53.351182,-6.269859
145,Outhouse,105 Capel Street,203.50835734025185,4.3,53.351182,-6.269859
146,The Church,Jervis Street,353.7349353523991,3.7,53.351182,-6.269859
147,Butlers Choclate Café,4 Lower Liffey Street,637.4453610158406,4.6,53.351182,-6.269859
148,Blue Skies Cafe,61 Bolton St,18.78697414461713,0.0,53.351182,-6.269859
149,Caffe Cagliostro,Bloom's Lane,608.5564809460856,4.0,53.351182,-6.269859
150,Vice Coffee,54 Middle Abbey Street,611.4583570387888,4.3,53.351182,-6.269859
151,Oxmantown Smithfield,13 Smithfield,565.3708125278496,5.0,53.351182,-6.269859
152,Mary Mall Cafe,Mary Street,309.9616222244177,4.0,53.351182,-6.269859
153,Declans Sandwich Bar,34 Bolton Street,187.27452972555957,5.0,53.351182,-6.269859
154,Oxmantown,16 Mary's Abbey,445.2173883142305,4.5,53.351182,-6.269859
155,In Cahoots,166-168 Parnell St,433.2415185634619,3.6,53.351182,-6.269859
156,Bácús Bakery,Green Street,231.5804498897392,5.0,53.351182,-6.269859
157,Hugh Lane Cafe,Hugh Lane Gallery,479.989559720668,2.5,53.351182,-6.269859
158,Camerino,158 Capel Street,492.7109039318365,4.4,53.351182,-6.269859
159,Debenhams Cafe,54-62 Henry Street,520.9669676721261,4.0,53.351182,-6.269859
160,Love Is Art atelier,3 Great Strand Street,547.1655569863676,4.3,53.351182,-6.269859
161,Starbucks,39 Henry Street,405.5974436526384,3.7,53.351182,-6.269859
162,Quigleys Cafe,Henry Street,395.0188216726046,3.4,53.351182,-6.269859
163,Reflection Cafe Brasserie,48-50 Henry Street,467.12650133803027,3.5,53.351182,-6.269859
164,Starbucks,22-23 Liffey Street Lower,598.8083690382872,2.0,53.351182,-6.269859
165,Quigley's,13-15 Moore Street,493.86531478026336,0.0,53.351182,-6.269859
166,Giulios Take Away,64 Capel Street,147.58689319713403,0.0,53.351182,-6.269859
167,Esquires Coffee,Unit 56 & 57 Central Mall ILAC Shopping Centre,389.1377429052693,3.6,53.351182,-6.269859
168,Fusciardi's of Capel Street,10 Capel Street,512.5493148299618,4.5,53.351182,-6.269859
169,Hot Bubble Cafe,55 Capel Street,225.7769503359689,5.0,53.351182,-6.269859
170,Mes Amis,37 Upper Abbey Street,538.5330024728886,3.7,53.351182,-6.269859
171,Marks and Spencer Cafe,Mary Street,341.51356976634975,3.0,53.351182,-6.269859
172,Joe's Coffee,24-29 Mary Street,488.31845346816027,3.4,53.351182,-6.269859
173,Café Rotunda,The Rotunda Hospital,439.3552714057962,3.5,53.351182,-6.269859
174,Deli Baby,46 Bolton Street,96.70563772176024,0.0,53.351182,-6.269859
175,Hatch & Sons,"The Hugh Lane, Charlemont House",495.35218709940665,4.0,53.351182,-6.269859
176,Bewleys Oriental Cafes,Jervis St Shopping Centre,431.56486011472543,3.0,53.351182,-6.269859
177,Soco Café,20 Capel St,473.53690747241626,4.0,53.351182,-6.269859
178,Shooters Dublin Sports Cafe,Unit 1 Parnell Street,159.18904456013794,0.0,53.351182,-6.269859
179,The Traditional Craft Bakery,34 Liffey Street Lower,633.1091145742898,3.4,53.351182,-6.269859
180,Access Cyber Cafe,168 Parnell Street,424.660550963139,0.0,53.351182,-6.269859
181,Costa,Jervis Street,401.32305161450586,3.4,53.351182,-6.269859
182,Insomnia Coffee Company,20-21 Liffey Street Upper,453.6181516682604,0.0,53.351182,-6.269859
183,Cafe Oasis,54 North King Street,550.5391980482564,4.7,53.354663,-6.278681
184,Love Supreme,57 Manor Street,472.5569618942621,4.4,53.354663,-6.278681
185,Lilliput Stores,5 Rosemount Terrace,630.6798068186355,4.6,53.354663,-6.278681
186,Social Fabric Cafe,34 Stoneybatter,511.800325122279,5.0,53.354663,-6.278681
187,Slice,56 Manor Street Place,474.5492909989645,4.3,53.354663,-6.278681
188,White Moose Cafe,268-272 North Circular Rd,505.3938869945526,3.8,53.354663,-6.278681
189,Cowtown Cafe,73 Manor Street,448.38065814285727,3.7,53.354663,-6.278681
190,Proper Order Coffee Co.,7 Haymarket,86.97004846513188,4.5,53.347692,-6.278214
191,Coffee Etc,1 Haymarket,45.36912691789795,5.0,53.347692,-6.278214
192,Urbanity,The Glass House,114.0273796076797,4.5,53.347692,-6.278214
193,Oscars Cafe Bar,6 Smithfield Square,122.84761049096414,3.6,53.347692,-6.278214
194,Generator Dublin,Smithfield Square,73.28459556003506,3.7,53.347692,-6.278214
195,Oh! Rourkes,Bridgefoot Street,371.2296249109731,4.6,53.347692,-6.278214
196,Cinnamon Cafe,Smithfield Market,122.66264913395895,3.3,53.347692,-6.278214
197,Third Space,14 Smithfield Market,37.14240064356138,4.4,53.347692,-6.278214
198,Craft Coffee Roasters,27 Merchant's Quay,343.01791865293745,4.1,53.347692,-6.278214
199,Insomnia,17 Ellis Quay,394.30596573447883,1.0,53.347692,-6.278214
200,The Riddler,La Rochelle Building,553.4553027658164,4.3,53.347692,-6.278214
201,Cafe Oasis,54 North King Street,293.5719409356168,4.7,53.347692,-6.278214
202,Oxmantown Smithfield,13 Smithfield,166.5263262148897,5.0,53.347692,-6.278214
203,Container Coffee,161 Thomas Street,610.6701773736092,4.4,53.347692,-6.278214
204,Lilliput Stores,5 Rosemount Terrace,462.00239129811484,4.6,53.347692,-6.278214
205,Costa Coffee,Smithfield Market,73.01437919851696,3.3,53.347692,-6.278214
206,Lucaffe,"Unit 1, Oxmantown Green",274.6828121181736,2.0,53.347692,-6.278214
207,Social Fabric Cafe,34 Stoneybatter,410.2131427541778,5.0,53.347692,-6.278214
208,The Food gallery,84 Thomas Street,533.2911546010149,4.0,53.347692,-6.278214
209,The Dublin Cookie Co.,29 Thomas Street,553.0575267127625,4.1,53.347692,-6.278214
210,Slice,56 Manor Street Place,658.2422157276836,4.3,53.347692,-6.278214
211,Bounceback Cafe,80B Thomas Street,515.2113096888182,5.0,53.347692,-6.278214
212,Luncheonette,National College of Art and Design,463.55915205211124,4.6,53.347692,-6.278214
213,Country Cafe,16 Ormond Quay Upper,489.23671641678914,3.5,53.347692,-6.278214
214,Bácús Bakery,Green Street,531.7883837721699,5.0,53.347692,-6.278214
215,Market Cafe,Smithfield Terrace,191.6891733287367,0.0,53.347692,-6.278214
216,Doughnuts & Coffee,Phoenix Street North,100.03382402873163,0.0,53.347692,-6.278214
217,Piedescalso,78 Thomas Street,526.6613134747404,3.0,53.347692,-6.278214
218,Duck Lane Cafe,Smithfield vlge,98.82030606251361,0.0,53.347692,-6.278214
219,Cowtown Cafe,73 Manor Street,650.3443372631015,3.7,53.347692,-6.278214
220,Belly Bites Cafe,80B Thomas Street,515.2113096888182,3.0,53.347692,-6.278214
221,Rico Loco,7 St Michan's St,438.12919059642326,4.0,53.347692,-6.278214
222,Brambles Deli Café,"National Museum of Ireland, Collins Barracks",475.8256369535684,3.5,53.347692,-6.278214
223,Connect Centre,118 Thomas Street,525.0177761864749,0.0,53.347692,-6.278214
224,Cafe Assisi,80b Thomas Street,515.2113096888182,0.0,53.347692,-6.278214
225,Harmony Garden,28 Thomas Street,555.6043359307829,0.0,53.347692,-6.278214
226,Accents Coffee & Tea Lounge,23 Stephen Street Lower,357.00179847581825,4.3,53.338755,-6.262003
227,Beanhive,26 Dawson Street,245.22388904541856,4.6,53.338755,-6.262003
228,Insomnia Coffee Company,4 S Stephen's Green,183.55153946480567,3.8,53.338755,-6.262003
229,The Rolling Donut,55 King Street S,170.91172491589913,4.2,53.338755,-6.262003
230,Tang,23 Dawson Street,224.73814823352944,4.8,53.338755,-6.262003
231,Insomnia Coffee Company,1-3 Chatham Row,263.4095385615734,4.7,53.338755,-6.262003
232,The Bald Barista,Avalon House,317.0188966851733,4.6,53.338755,-6.262003
233,Gurmans Tea And Coffee World shop,"Unit 16, Groound Floor",140.67678365525933,3.8,53.338755,-6.262003
234,Cafe Nero,51 South King Street,161.48677657144776,3.7,53.338755,-6.262003
235,Goose On The Loose,2 Kevin Street,304.44214967035555,4.5,53.338755,-6.262003
236,Kaph,31 Drury Street,435.6539380625719,4.1,53.338755,-6.262003
237,Metro Cafe,43 S William Street,283.5130819149068,4.0,53.338755,-6.262003
238,Starbucks,21 St Stephen's Green,293.0622902248188,3.0,53.338755,-6.262003
239,Butlers Chocolate Cafe,9 Chatham Street,239.12237035937073,4.3,53.338755,-6.262003
240,Dolce Sicily,20 South Anne Street,321.73481951881575,4.4,53.338755,-6.262003
241,Clement and Pekoe,50 South William Street,313.0444115109378,4.2,53.338755,-6.262003
242,Cafe Bliss,4B Montague St,307.71976920610797,3.8,53.338755,-6.262003
243,Coffeeangel,16 South Anne Street,336.1319723492673,4.3,53.338755,-6.262003
244,Industry,41A/B Drury Street,398.27332028080986,4.3,53.338755,-6.262003
245,Joe's Coffee,15 Montague Street,264.6288181485783,4.2,53.338755,-6.262003
246,Bewley's Cafe,78-79 Grafton Street,341.86160092904254,3.7,53.338755,-6.262003
247,Network,39 Aungier Street,257.09389475271513,4.5,53.338755,-6.262003
248,Brother Sister,59 South William Street,330.8152599347695,4.2,53.338755,-6.262003
249,Taste Food Company Cafe and Bistro,39/40 S William St,259.8323095305367,3.9,53.338755,-6.262003
250,Cafe Sol,58 Harcourt Street,504.95966578677314,3.8,53.338755,-6.262003
251,Fresh- The Good Food Market,1-4 Camden Street,348.4421566182522,3.0,53.338755,-6.262003
252,Caffè Nero,5 Merrion Row,503.6675443918757,3.8,53.338755,-6.262003
253,Chewbrew,77 Aungier Street,361.8976950411611,4.1,53.338755,-6.262003
254,Coppa Cafe,Royal Hibernian Academy,503.5550596033132,4.2,53.338755,-6.262003
255,Busy Feet & Coco Cafe,41-42 South William Street,285.74271306462924,3.8,53.338755,-6.262003
256,Gerry's Coffee Shop,6 Montague St,301.4080729259951,4.5,53.338755,-6.262003
257,Hatch and Sons,15 St Stephen's Green,257.90894398645924,4.2,53.338755,-6.262003
258,Wolf & Spoon,10a Aungier Street,317.5952108216602,4.1,53.338755,-6.262003
259,The Kiosk,Lower Lesson Street,456.3597569733142,3.8,53.338755,-6.262003
260,Emer's Kitchen,102 Leeson Street Lower,461.7010849692962,4.6,53.338755,-6.262003
261,The Bald Barista,68 Augnier Street,318.3300704731248,4.0,53.338755,-6.262003
262,Costa Coffee,1 Dawson Street,532.9179088120007,2.9,53.338755,-6.262003
263,Butler's Chocolate Café,51 Grafton Street,175.99630680991413,3.7,53.338755,-6.262003
264,Starbucks,Bishops Square,370.9501540826292,5.0,53.338755,-6.262003
265,KC Peaches Cafe St Stephen's Green,35-37 Saint Stephen's Green,430.71693424588796,3.8,53.338755,-6.262003
266,Butlers Chocolate Café,24 Wicklow Street,472.0232893597528,4.2,53.338755,-6.262003
267,Leon Bakery,Exchequor Street,489.5259774042569,4.5,53.338755,-6.262003
268,Considered Cafe,42 Drury Street,426.04284559617736,3.9,53.338755,-6.262003
269,Dublin Barista School,19a Anne Street South,323.38580301334906,4.5,53.338755,-6.262003
270,Laduree Dublin,1-3 South William Street,468.52463554129895,3.9,53.338755,-6.262003
271,Nespresso,Brown Thomas,435.9648290971278,4.8,53.338755,-6.262003
272,Cafe Sofia,5A Wexford Street,298.0769159452148,4.1,53.338755,-6.262003
273,Java Republic,Dawson  Street,429.74791972652395,4.8,53.338755,-6.262003
274,The Kilkenny Café,6 Nassau Street,583.0465955280307,4.1,53.338755,-6.262003
275,Brewbaker Cafe,1 Dawson St,497.3930884963102,3.9,53.338755,-6.262003
276,Accents Coffee & Tea Lounge,23 Stephen Street Lower,176.1807922628437,4.3,53.340927,-6.262501
277,Kaph,31 Drury Street,192.83137860109213,4.1,53.340927,-6.262501
278,Beanhive,26 Dawson Street,275.7393412567949,4.6,53.340927,-6.262501
279,Insomnia Coffee Company,1-3 Chatham Row,19.932579607899687,4.7,53.340927,-6.262501
280,Metro Cafe,43 S William Street,48.996021088110155,4.0,53.340927,-6.262501
281,Insomnia Coffee Company,4 S Stephen's Green,184.12498817333443,3.8,53.340927,-6.262501
282,The Rolling Donut,55 King Street S,122.38679559599122,4.2,53.340927,-6.262501
283,The Bald Barista,Avalon House,224.57910135821672,4.6,53.340927,-6.262501
284,Queen of Tarts,Cows Lane,575.5791507740261,4.4,53.340927,-6.262501
285,Keoghs Café,1-2 Trinity Street,345.890137932454,4.0,53.340927,-6.262501
286,Bewley's,3 S Great George's Street,339.6519879849259,4.0,53.340927,-6.262501
287,Butlers Chocolate Cafe,9 Chatham Street,16.279021650654034,4.3,53.340927,-6.262501
288,Clement and Pekoe,50 South William Street,69.62291539346646,4.2,53.340927,-6.262501
289,Cafe Nero,51 South King Street,96.107608688791,3.7,53.340927,-6.262501
290,The Pieman Cafe,14a Crown Alley,467.1553276527202,4.5,53.340927,-6.262501
291,Bewley's Cafe,78-79 Grafton Street,166.09644583686605,3.7,53.340927,-6.262501
292,Taste Food Company Cafe and Bistro,39/40 S William St,43.406245789476564,3.9,53.340927,-6.262501
293,Industry,41A/B Drury Street,157.3475266437411,4.3,53.340927,-6.262501
294,Busy Feet & Coco Cafe,41-42 South William Street,73.00963563229682,3.8,53.340927,-6.262501
295,Dolce Sicily,20 South Anne Street,239.58878479472116,4.4,53.340927,-6.262501
296,Gurmans Tea And Coffee World shop,"Unit 16, Groound Floor",130.45316373543457,3.8,53.340927,-6.262501
297,Butlers Chocolate Café,24 Wicklow Street,232.70813199567553,4.2,53.340927,-6.262501
298,Brother Sister,59 South William Street,92.25807831842047,4.2,53.340927,-6.262501
299,Chewbrew,77 Aungier Street,214.055838159274,4.1,53.340927,-6.262501
300,Stage Door Café,11-12 E Essex St,532.6109031809568,4.6,53.340927,-6.262501
301,Fonte Coffee,36 Parliament Street,501.73544203494043,4.8,53.340927,-6.262501
302,Coffeeangel,16 South Anne Street,247.04513610769766,4.3,53.340927,-6.262501
303,Tang,23 Dawson Street,290.0615240610324,4.8,53.340927,-6.262501
304,Goose On The Loose,2 Kevin Street,447.47380084477044,4.5,53.340927,-6.262501
305,Laduree Dublin,1-3 South William Street,227.99868569950198,3.9,53.340927,-6.262501
306,Costa Coffee,30 Essex Street,518.0698613260712,4.6,53.340927,-6.262501
307,Starbucks,21 St Stephen's Green,375.69369054155703,3.0,53.340927,-6.262501
308,Nespresso,Brown Thomas,243.9722261481919,4.8,53.340927,-6.262501
309,The Atrium Lounge,Westmoreland Street,581.518325162047,4.6,53.340927,-6.262501
310,Krüst Bakery,6 South George's Street,327.46256330210747,3.9,53.340927,-6.262501
311,Bittersweet Cafe,Unit 3,531.3159559029622,4.4,53.340927,-6.262501
312,Innocent Goodness HQ,2 Chatham Row,27.021356106706396,4.0,53.340927,-6.262501
313,Wolf & Spoon,10a Aungier Street,191.60733514564794,4.1,53.340927,-6.262501
314,Considered Cafe,42 Drury Street,182.40970528658332,3.9,53.340927,-6.262501
315,Network,39 Aungier Street,337.239413380512,4.5,53.340927,-6.262501
316,Leon Bakery,Exchequor Street,245.91768005288796,4.5,53.340927,-6.262501
